Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Format,Category,Type
S Vesawkar (NEPAL),2014-2019,17,16,3,310.0,40,23.84,313,99.04,0,0,0,25,7,T20,Batting,Batting
ML Hayden (AUS),2005-2007,9,9,3,308.0,73*,51.33,214,143.92,0,4,0,37,13,T20,Batting,Batting
NJ Ferraby (JER),2019-2019,14,14,1,303.0,81*,23.3,257,117.89,0,1,2,38,2,T20,Batting,Batting
Tamoor Sajjad (QAT),2019-2019,12,11,2,301.0,68,33.44,216,139.35,0,1,1,24,14,T20,Batting,Batting
NL McCullum (NZ),2007-2016,63,41,15,299.0,36*,11.5,297,100.67,0,0,4,19,8,T20,Batting,Batting
RR Sarwan (WI),2007-2010,18,16,3,298.0,59,22.92,286,104.19,0,2,1,19,6,T20,Batting,Batting
L Siaka (PNG),2015-2019,26,22,2,296.0,39,14.8,271,109.22,0,0,4,26,7,T20,Batting,Batting
Kamran Khan (QAT),2019-2019,14,14,1,295.0,52,22.69,220,134.09,0,2,0,26,17,T20,Batting,Batting
R Mutumbami (ZIM),2015-2019,22,19,4,294.0,54,19.6,251,117.13,0,1,1,19,15,T20,Batting,Batting
B Bhandari (NEPAL),2014-2019,27,23,6,292.0,58*,17.17,262,111.45,0,2,1,23,12,T20,Batting,Batting
CA Lynn (AUS),2014-2018,18,16,1,291.0,44,19.4,221,131.67,0,0,1,28,14,T20,Batting,Batting
HDRL Thirimanne (SL),2012-2016,26,20,2,291.0,44,16.16,267,108.98,0,0,1,27,5,T20,Batting,Batting
AN Kervezee (NL),2009-2012,10,10,1,289.0,58*,32.11,262,110.3,0,2,0,19,6,T20,Batting,Batting
DS Airee (NEPAL),2018-2019,18,16,2,287.0,47*,20.5,260,110.38,0,0,0,22,6,T20,Batting,Batting
IA Karim (KENYA),2013-2019,16,16,3,286.0,71*,22.0,299,95.65,0,2,2,30,2,T20,Batting,Batting
A Bagai (CAN),2008-2013,9,9,2,284.0,67*,40.57,249,114.05,0,2,0,27,0,T20,Batting,Batting
Mohammad Shahzad (UAE),2015-2017,20,20,2,281.0,52,15.61,239,117.57,0,1,2,25,11,T20,Batting,Batting
TC Bruce (NZ),2017-2019,15,15,2,279.0,59*,21.46,222,125.67,0,2,0,24,7,T20,Batting,Batting
SO Hetmyer (WI),2018-2019,20,18,1,279.0,56,16.41,223,125.11,0,1,2,19,17,T20,Batting,Batting
TAM Siriwardana (SL),2015-2017,22,19,3,275.0,42,17.18,208,132.21,0,0,4,16,12,T20,Batting,Batting
AC Gilchrist (AUS),2005-2008,13,13,1,272.0,48,22.66,192,141.66,0,0,0,27,13,T20,Batting,Batting
Amjad Javed (UAE),2014-2017,22,18,3,271.0,76,18.06,242,111.98,0,1,1,17,15,T20,Batting,Batting
MV Boucher (SA),2005-2010,25,21,6,268.0,36*,17.86,275,97.45,0,0,0,22,2,T20,Batting,Batting
Ravinderpal Singh (CAN),2019-2019,12,10,2,266.0,101,33.25,177,150.28,1,1,1,13,19,T20,Batting,Batting
PK Matautaava (VAN),2019-2019,10,10,0,265.0,103,26.5,156,169.87,1,1,2,19,20,T20,Batting,Batting
SR Taylor (USA),2019-2019,8,8,1,265.0,72,37.85,207,128.01,0,2,1,28,10,T20,Batting,Batting
MJ Santner (NZ),2015-2019,39,27,10,263.0,37,15.47,205,128.29,0,0,3,22,7,T20,Batting,Batting
Imad Wasim (PAK),2015-2019,41,29,9,261.0,47,13.05,180,145.0,0,0,6,28,7,T20,Batting,Batting
DMW Rawlins (BMUDA),2019-2019,11,11,0,261.0,63,23.72,201,129.85,0,1,1,23,15,T20,Batting,Batting
Adnan Idrees (KUW),2019-2019,6,6,0,259.0,80,43.16,157,164.96,0,3,0,35,9,T20,Batting,Batting
T Taibu (ZIM),2007-2012,17,15,6,259.0,45*,28.77,257,100.77,0,0,2,19,2,T20,Batting,Batting
Adnan Ilyas (OMAN),2015-2016,12,11,0,258.0,54,23.45,218,118.34,0,1,0,16,8,T20,Batting,Batting
Najeeb Tarakai (AFG),2014-2019,12,12,0,258.0,90,21.5,210,122.85,0,1,1,21,13,T20,Batting,Batting
DM de Silva (SL),2015-2019,13,13,0,257.0,62,19.76,252,101.98,0,1,0,18,4,T20,Batting,Batting
Manpreet Singh (SGP),2019-2019,12,12,1,255.0,42,23.18,222,114.86,0,0,0,15,5,T20,Batting,Batting
SE Marsh (AUS),2008-2016,15,15,1,255.0,47*,18.21,248,102.82,0,0,2,15,10,T20,Batting,Batting
RP Burl (ZIM),2018-2019,16,13,3,254.0,57*,25.4,221,114.93,0,1,0,16,10,T20,Batting,Batting
HE van der Dussen (SA),2018-2019,9,8,0,254.0,64,31.75,192,132.29,0,2,1,14,12,T20,Batting,Batting
Waqas Barkat (HKG),2014-2019,22,20,2,254.0,37,14.11,286,88.81,0,0,2,20,0,T20,Batting,Batting
SF Mire (ZIM),2018-2019,9,8,0,253.0,94,31.62,196,129.08,0,2,0,23,13,T20,Batting,Batting
GH Dockrell (IRE),2010-2019,73,33,14,251.0,34*,13.21,207,121.25,0,0,4,14,7,T20,Batting,Batting
DT Johnston (IRE),2008-2013,30,19,7,249.0,62,20.75,184,135.32,0,1,1,13,11,T20,Batting,Batting
RV Uthappa (INDIA),2007-2015,13,12,2,249.0,50,24.9,211,118.0,0,1,1,26,6,T20,Batting,Batting
CG Williams (NAM),2019-2019,13,12,3,249.0,68*,27.66,210,118.57,0,1,1,15,10,T20,Batting,Batting
JP Kotze (NAM),2019-2019,12,12,1,245.0,101*,22.27,193,126.94,1,0,1,21,13,T20,Batting,Batting
Mohamed Rishwan (Mald),2019-2019,11,10,0,245.0,67,24.5,245,100.0,0,2,0,22,10,T20,Batting,Batting
CN Ackermann (NL),2019-2019,11,11,3,243.0,43*,30.37,196,123.97,0,0,0,18,5,T20,Batting,Batting
Muhammad Kashif (KUW),2019-2019,10,9,4,242.0,53,48.4,215,112.55,0,2,0,14,13,T20,Batting,Batting
UT Khawaja (AUS),2016-2016,9,9,0,241.0,58,26.77,182,132.41,0,1,0,31,5,T20,Batting,Batting
MA Leask (SCOT),2013-2019,31,22,2,240.0,58,12.0,199,120.6,0,1,2,16,12,T20,Batting,Batting
SW Poynter (IRE),2015-2019,25,21,6,240.0,39,16.0,213,112.67,0,0,0,22,6,T20,Batting,Batting
Aizaz Khan (HKG),2014-2019,30,27,7,239.0,31,11.95,234,102.13,0,0,4,19,4,T20,Batting,Batting
MS Wade (AUS),2011-2016,26,17,5,239.0,72,19.91,218,109.63,0,1,0,11,9,T20,Batting,Batting
Ashfaq Ahmed (UAE),2018-2019,12,12,0,238.0,75,19.83,185,128.64,0,3,2,32,6,T20,Batting,Batting
SD Hope (WI),2017-2019,13,11,0,238.0,55,21.63,175,136.0,0,2,1,24,10,T20,Batting,Batting
J Mubarak (SL),2007-2009,16,15,4,238.0,46*,21.63,188,126.59,0,0,2,21,8,T20,Batting,Batting
Khalid Latif (PAK),2008-2016,13,13,2,237.0,59*,21.54,229,103.49,0,1,1,25,6,T20,Batting,Batting
RE Levi (SA),2012-2012,13,13,2,236.0,117*,21.45,167,141.31,1,1,3,20,15,T20,Batting,Batting
YK Pathan (INDIA),2007-2012,22,18,5,236.0,37*,18.15,161,146.58,0,0,3,11,17,T20,Batting,Batting
MM Ali (ENG),2014-2018,25,22,6,235.0,72*,14.68,198,118.68,0,1,6,21,9,T20,Batting,Batting
F Damiao Couana (Moz),2019-2019,7,7,1,233.0,71*,38.83,179,130.16,0,1,0,16,14,T20,Batting,Batting
ES Szwarczynski (NL),2008-2013,14,12,1,233.0,45,21.18,243,95.88,0,0,0,22,2,T20,Batting,Batting
HT Tector (IRE),2019-2019,14,12,3,233.0,60,25.88,176,132.38,0,1,0,20,5,T20,Batting,Batting
BA Stokes (ENG),2011-2018,23,20,5,232.0,38,15.46,178,130.33,0,0,1,20,9,T20,Batting,Batting
H Gori (CZK-R),2019-2019,7,7,0,231.0,66,33.0,176,131.25,0,1,0,23,12,T20,Batting,Batting
JF Mooney (IRE),2009-2015,27,23,9,231.0,31*,16.5,214,107.94,0,0,0,25,1,T20,Batting,Batting
AR Cusack (IRE),2008-2015,37,21,6,229.0,65,15.26,177,129.37,0,1,1,17,6,T20,Batting,Batting
Mohammed Rizlan (QAT),2019-2019,15,12,5,229.0,38*,32.71,218,105.04,0,0,0,14,10,T20,Batting,Batting
Aftab Ahmed (BDESH),2006-2010,11,11,1,228.0,62*,22.8,178,128.08,0,1,0,26,6,T20,Batting,Batting
T Mishra (KENYA),2007-2013,15,15,0,227.0,38,15.13,263,86.31,0,0,2,15,4,T20,Batting,Batting
Rahmanullah Gurbaz (AFG),2019-2019,7,7,0,227.0,79,32.42,164,138.41,0,2,2,19,13,T20,Batting,Batting
C Bisson (JER),2019-2019,14,14,2,226.0,54,18.83,177,127.68,0,1,3,24,5,T20,Batting,Batting
SS Iyer (INDIA),2017-2019,14,13,3,226.0,62,22.6,178,126.96,0,1,1,18,9,T20,Batting,Batting
I Udana (SL),2009-2019,27,19,9,226.0,84*,22.6,152,148.68,0,1,2,15,13,T20,Batting,Batting
DAS Gunaratne (SL),2016-2017,12,12,3,225.0,84*,25.0,178,126.4,0,2,2,19,6,T20,Batting,Batting
Inam-ul-Haq (QAT),2019-2019,11,11,2,225.0,73*,25.0,205,109.75,0,1,1,28,2,T20,Batting,Batting
GSNFG Jayasuriya (SL),2015-2019,16,14,0,225.0,40,16.07,203,110.83,0,0,0,17,8,T20,Batting,Batting
Shafiq Sharif (MAL),2019-2019,10,10,0,225.0,53,22.5,171,131.57,0,1,2,32,5,T20,Batting,Batting
MN van Wyk (SA),2007-2015,8,7,1,225.0,114*,37.5,157,143.31,1,1,0,19,14,T20,Batting,Batting
CAK Walton (WI),2014-2018,19,17,0,225.0,40,13.23,203,110.83,0,0,5,23,11,T20,Batting,Batting
DG Blampied (JER),2019-2019,17,15,6,221.0,43*,24.55,222,99.54,0,0,1,14,0,T20,Batting,Batting
Sohaib Maqsood (PAK),2013-2016,20,18,2,221.0,37,13.81,201,109.95,0,0,2,15,8,T20,Batting,Batting
H Patel (CAN),2010-2013,11,11,1,220.0,88*,22.0,218,100.91,0,1,2,19,2,T20,Batting,Batting
TG Southee (NZ),2008-2019,66,30,12,220.0,39,12.22,150,146.66,0,0,4,14,15,T20,Batting,Batting
AD Poynter (IRE),2012-2016,19,14,3,219.0,57,19.9,184,119.02,0,1,1,21,8,T20,Batting,Batting
Tanwir Afzal (HKG),2014-2016,21,18,2,219.0,56,13.68,173,126.58,0,1,4,9,15,T20,Batting,Batting
TT Bresnan (ENG),2006-2014,34,22,9,216.0,47*,16.61,170,127.05,0,0,3,16,6,T20,Batting,Batting
CJ Jordan (ENG),2014-2019,43,25,11,216.0,36,15.42,166,130.12,0,0,2,16,11,T20,Batting,Batting
DO Obuya (KENYA),2007-2012,10,10,2,216.0,65*,27.0,228,94.73,0,2,1,22,4,T20,Batting,Batting
MJG Rippon (NL),2013-2018,18,11,4,216.0,42,30.85,192,112.5,0,0,2,15,3,T20,Batting,Batting
KMDN Kulasekara (SL),2008-2017,58,30,9,215.0,31,10.23,184,116.84,0,0,4,14,7,T20,Batting,Batting
EMDY Munaweera (SL),2012-2017,13,13,1,215.0,53,17.91,164,131.09,0,1,1,25,7,T20,Batting,Batting
B Ward (JER),2019-2019,13,12,3,215.0,58*,23.88,160,134.37,0,1,1,8,15,T20,Batting,Batting
S Prasanna (SL),2013-2017,20,20,6,214.0,37*,15.28,161,132.91,0,0,0,13,13,T20,Batting,Batting
S Wickramasekara (CZK-R),2019-2019,5,5,2,214.0,104*,71.33,104,205.76,1,1,0,17,19,T20,Batting,Batting
RG Aga (KENYA),2008-2013,20,18,2,213.0,52*,13.31,196,108.67,0,1,0,15,5,T20,Batting,Batting
Haroon Arshad (HKG),2019-2019,10,10,3,211.0,68,30.14,154,137.01,0,1,0,15,7,T20,Batting,Batting
Haris Sohail (PAK),2013-2019,14,13,2,210.0,52,19.09,204,102.94,0,2,1,16,3,T20,Batting,Batting
CA Ingram (SA),2010-2012,9,9,1,210.0,78,26.25,162,129.62,0,1,1,23,7,T20,Batting,Batting
Khurram Nawaz (OMAN),2017-2019,18,13,3,210.0,58,21.0,179,117.31,0,1,0,11,10,T20,Batting,Batting
Bilal Zalmai (Aut),2019-2019,5,4,1,208.0,111*,69.33,109,190.82,1,0,0,16,16,T20,Batting,Batting
Ghulam Shabber (UAE),2016-2019,17,14,3,208.0,58*,18.9,182,114.28,0,1,0,24,4,T20,Batting,Batting
BBJL Perera (ITA),2019-2019,8,7,1,208.0,67,34.66,144,144.44,0,1,0,23,8,T20,Batting,Batting
BMAJ Mendis (SL),2011-2018,22,15,4,207.0,43*,18.81,174,118.96,0,0,1,18,6,T20,Batting,Batting
JJ Smit (NAM),2019-2019,12,10,2,206.0,59,25.75,128,160.93,0,1,0,10,14,T20,Batting,Batting
DL Vettori (NZ),2007-2014,34,22,6,205.0,38,12.81,190,107.89,0,0,3,14,2,T20,Batting,Batting
JM Kemp (SA),2005-2007,8,7,3,203.0,89*,50.75,160,126.87,0,1,0,17,10,T20,Batting,Batting
DS Smith (WI),2007-2009,6,6,0,203.0,61,33.83,161,126.08,0,2,0,22,5,T20,Batting,Batting
Ahmed Faiz (MAL),2019-2019,10,10,1,202.0,45,22.44,179,112.84,0,0,0,14,6,T20,Batting,Batting
JJ Atkinson (HKG),2014-2016,13,12,0,202.0,53,16.83,187,108.02,0,1,3,22,6,T20,Batting,Batting
R Gunasekera (CAN),2012-2013,8,8,0,202.0,65,25.25,188,107.44,0,1,0,23,4,T20,Batting,Batting
J Botha (SA),2006-2012,40,20,9,201.0,34,18.27,165,121.81,0,0,1,15,9,T20,Batting,Batting
J Butler (GUE),2019-2019,9,8,1,201.0,65*,28.71,214,93.92,0,1,0,20,1,T20,Batting,Batting
KS Leverock (BMUDA),2019-2019,12,12,2,201.0,43*,20.1,165,121.81,0,0,3,16,11,T20,Batting,Batting
DM Gondaria (KENYA),2013-2019,11,9,2,199.0,85*,28.42,157,126.75,0,1,0,12,6,T20,Batting,Batting
R Panchal (ESP),2019-2019,9,8,3,199.0,71*,39.8,185,107.56,0,1,0,9,7,T20,Batting,Batting
Sompal Kami (NEPAL),2014-2019,28,19,6,198.0,40,15.23,176,112.5,0,0,1,15,7,T20,Batting,Batting
Sohail Tanvir (PAK),2007-2017,57,25,8,196.0,41,11.52,164,119.51,0,0,2,16,9,T20,Batting,Batting
Yasir Ali (ESP),2019-2019,9,9,3,196.0,57,32.66,183,107.1,0,1,1,11,9,T20,Batting,Batting
Aarif Sheikh (NEPAL),2018-2019,11,10,2,194.0,39*,24.25,181,107.18,0,0,0,18,4,T20,Batting,Batting
Fawad Alam (PAK),2007-2010,24,17,6,194.0,28,17.63,169,114.79,0,0,1,7,7,T20,Batting,Batting
Asad Shafiq (PAK),2010-2012,10,10,0,192.0,38,19.2,185,103.78,0,0,0,19,2,T20,Batting,Batting
S Davizi (CZK-R),2019-2019,2,2,0,192.0,101,96.0,133,144.36,1,1,0,14,10,T20,Batting,Batting
Mukhtar Ahmed (PAK),2015-2015,6,6,0,192.0,83,32.0,134,143.28,0,2,0,23,5,T20,Batting,Batting
R Rohan (SGP),2019-2019,10,10,0,191.0,49,19.1,156,122.43,0,0,1,23,6,T20,Batting,Batting
Ahmed Hassan (Mald),2019-2019,11,10,0,189.0,53,18.9,192,98.43,0,1,0,18,2,T20,Batting,Batting
SR Patel (ENG),2011-2013,18,14,2,189.0,67,15.75,173,109.24,0,1,2,17,5,T20,Batting,Batting
IR Bell (ENG),2006-2014,8,8,1,188.0,60*,26.85,163,115.33,0,1,0,23,2,T20,Batting,Batting
CD McMillan (NZ),2005-2007,8,7,1,187.0,57,31.16,117,159.82,0,1,0,8,14,T20,Batting,Batting
SP Patil (UAE),2014-2016,18,13,0,187.0,37,14.38,218,85.77,0,0,3,16,4,T20,Batting,Batting
JDS Neesham (NZ),2012-2019,18,15,4,185.0,42,16.81,131,141.22,0,0,1,19,8,T20,Batting,Batting
Umar Adam (Mald),2019-2019,11,10,1,185.0,53,20.55,149,124.16,0,1,1,19,6,T20,Batting,Batting
BJ Hodge (AUS),2007-2014,15,11,4,183.0,36,26.14,144,127.08,0,0,0,9,7,T20,Batting,Batting
XM Marshall (USA/WI),2008-2019,13,13,0,183.0,36,14.07,185,98.91,0,0,2,13,6,T20,Batting,Batting
Mosaddek Hossain (BDESH),2016-2019,14,13,4,183.0,34*,20.33,173,105.78,0,0,1,10,5,T20,Batting,Batting
Mohammad Rizwan (PAK),2015-2019,16,13,2,180.0,33*,16.36,184,97.82,0,0,1,14,2,T20,Batting,Batting
C Tommy (VAN),2019-2019,12,11,0,180.0,47,16.36,191,94.24,0,0,2,6,8,T20,Batting,Batting
CAJ Meschede (GER),2019-2019,5,5,1,179.0,67,44.75,115,155.65,0,1,1,9,14,T20,Batting,Batting
Nazimuddin (BDESH),2007-2008,7,7,0,178.0,81,25.42,158,112.65,0,1,2,13,10,T20,Batting,Batting
Kaleem Shah (Moz),2019-2019,7,7,1,176.0,72*,29.33,170,103.52,0,1,1,21,4,T20,Batting,Batting
Mohammad Naveed (UAE),2015-2019,31,24,10,176.0,27*,12.57,147,119.72,0,0,3,17,8,T20,Batting,Batting
MR Marsh (AUS),2011-2018,11,11,3,175.0,36,21.87,151,115.89,0,0,0,7,9,T20,Batting,Batting
LPC Silva (SL),2006-2011,16,15,2,175.0,38,13.46,177,98.87,0,0,0,19,3,T20,Batting,Batting
NN Odhiambo (KENYA),2007-2013,24,20,2,174.0,41,9.66,177,98.3,0,0,3,17,4,T20,Batting,Batting
L Vincent (NZ),2006-2007,9,9,0,174.0,42,19.33,174,100.0,0,0,1,17,3,T20,Batting,Batting
Karan KC (NEPAL),2015-2019,25,16,5,173.0,40*,15.72,126,137.3,0,0,2,9,12,T20,Batting,Batting
Nouman Sarwar (QAT),2019-2019,14,9,6,172.0,47*,57.33,128,134.37,0,0,1,16,6,T20,Batting,Batting
IK Pathan (INDIA),2006-2012,24,14,7,172.0,33*,24.57,144,119.44,0,0,0,9,7,T20,Batting,Batting
HAM Shah (DEN),2019-2019,9,8,0,172.0,40,21.5,168,102.38,0,0,0,18,2,T20,Batting,Batting
GD Elliott (NZ/World),2009-2017,17,15,4,171.0,27,15.54,157,108.91,0,0,0,12,2,T20,Batting,Batting
Simi Singh (IRE),2018-2019,18,17,2,169.0,57*,11.26,144,117.36,0,1,5,12,6,T20,Batting,Batting
M Vijay (INDIA),2010-2015,9,9,0,169.0,48,18.77,154,109.74,0,0,1,13,8,T20,Batting,Batting
ME Trescothick (ENG),2005-2006,3,3,0,166.0,72,55.33,131,126.71,0,2,0,23,1,T20,Batting,Batting
DJ Willey (ENG),2015-2019,28,19,7,166.0,29*,13.83,126,131.74,0,0,1,8,10,T20,Batting,Batting
Umar Gul (PAK),2007-2016,60,27,9,165.0,32,9.16,156,105.76,0,0,6,11,10,T20,Batting,Batting
Tarun Sharma (Mex),2019-2019,8,8,1,164.0,49*,23.42,160,102.5,0,0,1,12,6,T20,Batting,Batting
TN de Grooth (NL),2008-2013,15,13,5,163.0,49,20.37,155,105.16,0,0,0,16,1,T20,Batting,Batting
RA Jadeja (INDIA),2009-2019,46,22,8,163.0,25,11.64,165,98.78,0,0,2,7,4,T20,Batting,Batting
TWM Latham (NZ),2012-2017,13,10,0,163.0,39,16.3,157,103.82,0,0,0,12,2,T20,Batting,Batting
PD Hennessy (ESP),2019-2019,8,7,0,162.0,71,23.14,132,122.72,0,1,1,11,7,T20,Batting,Batting
H Davids (SA),2012-2013,9,9,0,161.0,68,17.88,134,120.14,0,2,2,18,4,T20,Batting,Batting
NMS Param (SGP),2019-2019,8,7,2,160.0,72*,32.0,118,135.59,0,1,0,12,6,T20,Batting,Batting
RW Chakabva (ZIM),2008-2019,12,12,1,159.0,48,14.45,134,118.65,0,0,4,12,7,T20,Batting,Batting
JP Faulkner (AUS),2012-2017,24,18,7,159.0,41*,14.45,138,115.21,0,0,0,7,5,T20,Batting,Batting
MC Henriques (AUS),2009-2017,11,8,3,159.0,62*,31.8,122,130.32,0,2,0,8,7,T20,Batting,Batting
Junaid Siddique (BDESH),2007-2012,7,7,0,159.0,71,22.71,108,147.22,0,1,1,16,7,T20,Batting,Batting
A Mansale (VAN),2019-2019,14,14,0,159.0,38,11.35,151,105.29,0,0,4,14,5,T20,Batting,Batting
Mohamed Arief (MAL),2019-2019,5,5,1,159.0,52*,39.75,114,139.47,0,1,0,18,4,T20,Batting,Batting
RR Watson (SCOT),2007-2010,10,9,0,159.0,54,17.66,141,112.76,0,1,1,22,1,T20,Batting,Batting
JL Ontong (SA),2008-2015,14,10,0,158.0,48,15.8,109,144.95,0,0,1,6,11,T20,Batting,Batting
Mudassar Bukhari (NL),2008-2016,38,26,8,157.0,28*,8.72,152,103.28,0,0,1,10,4,T20,Batting,Batting
HL Carlyon (JER),2019-2019,9,8,0,156.0,50,19.5,131,119.08,0,1,1,21,3,T20,Batting,Batting
H Klaasen (SA),2018-2019,9,9,2,156.0,69,22.28,107,145.79,0,1,0,8,11,T20,Batting,Batting
SP Narine (WI),2012-2019,51,23,8,155.0,30,10.33,138,112.31,0,0,2,13,5,T20,Batting,Batting
NA Greenwood (JER),2019-2019,8,8,0,154.0,43,19.25,128,120.31,0,0,1,15,2,T20,Batting,Batting
MR Adair (IRE),2019-2019,17,14,4,152.0,38,15.2,118,128.81,0,0,1,8,7,T20,Batting,Batting
NG Collins (Fin),2019-2019,5,5,0,151.0,56,30.2,164,92.07,0,2,0,10,0,T20,Batting,Batting
HD Rutherford (NZ),2013-2019,8,7,0,151.0,62,21.57,105,143.8,0,1,1,12,9,T20,Batting,Batting
NM Coulter-Nile (AUS),2013-2019,28,15,4,150.0,34,13.63,120,125.0,0,0,3,10,10,T20,Batting,Batting
Iftikhar Ahmed (PAK),2016-2019,6,6,4,150.0,62*,75.0,104,144.23,0,1,0,14,4,T20,Batting,Batting
Rashid Khan (AFG/ICC),2015-2019,45,22,11,149.0,33,13.54,124,120.16,0,0,4,9,9,T20,Batting,Batting
VB Chikkannaiah (GER),2019-2019,7,7,1,148.0,70*,24.66,167,88.62,0,1,0,10,2,T20,Batting,Batting
WIA Fernando (SL),2019-2019,10,10,0,148.0,37,14.8,156,94.87,0,0,1,9,3,T20,Batting,Batting
O Bascome (BMUDA),2019-2019,11,11,0,147.0,37,13.36,147,100.0,0,0,1,12,8,T20,Batting,Batting
CD Wallace (SCOT),2012-2019,19,14,6,146.0,27,18.25,122,119.67,0,0,1,14,2,T20,Batting,Batting
Karim Janat (AFG),2016-2019,21,13,2,145.0,26,13.18,140,103.57,0,0,2,11,6,T20,Batting,Batting
Wahab Riaz (PAK),2008-2019,31,17,6,145.0,30*,13.18,118,122.88,0,0,2,10,6,T20,Batting,Batting
M Klinger (AUS),2017-2017,3,3,0,143.0,62,47.66,112,127.67,0,1,0,12,2,T20,Batting,Batting
Mohammad Naim (BDESH),2019-2019,3,3,0,143.0,81,47.66,107,133.64,0,1,0,17,3,T20,Batting,Batting
Ehsan Khan (HKG),2016-2019,15,10,6,142.0,42*,35.5,128,110.93,0,0,0,9,7,T20,Batting,Batting
KMA Paul (WI),2018-2019,18,12,5,142.0,29,20.28,123,115.44,0,0,0,8,8,T20,Batting,Batting
Umar Amin (PAK),2013-2018,14,9,0,142.0,47,15.77,123,115.44,0,0,3,15,4,T20,Batting,Batting
Faran Afzal (ESP),2019-2019,9,8,1,141.0,59*,20.14,140,100.71,0,1,0,11,6,T20,Batting,Batting
Sarfaraz Ali (BAH),2019-2019,4,4,0,141.0,59,35.25,87,162.06,0,1,0,17,8,T20,Batting,Batting
S Periyalwar (ROM),2019-2019,4,4,2,140.0,105*,70.0,91,153.84,1,0,1,15,6,T20,Batting,Batting
GD Phillips (NZ),2017-2018,11,10,1,140.0,56,15.55,140,100.0,0,1,0,9,5,T20,Batting,Batting
S Pokhriyal (CZK-R),2019-2019,5,4,0,140.0,79,35.0,131,106.87,0,1,0,23,2,T20,Batting,Batting
Riazat Ali Shah (UGA),2019-2019,4,4,2,140.0,53*,70.0,108,129.62,0,1,0,8,8,T20,Batting,Batting
AC Voges (AUS),2007-2013,7,5,2,139.0,51,46.33,114,121.92,0,1,0,8,2,T20,Batting,Batting
AC Douglas (BMUDA),2019-2019,10,9,1,138.0,47*,17.25,131,105.34,0,0,0,10,8,T20,Batting,Batting
LB Ferbrache (GUE),2019-2019,9,8,0,138.0,55,17.25,142,97.18,0,1,0,6,3,T20,Batting,Batting
IJL Trott (ENG),2007-2010,7,7,1,138.0,51,23.0,144,95.83,0,1,0,9,3,T20,Batting,Batting
KD Mills (NZ),2005-2014,42,19,7,137.0,33*,11.41,123,111.38,0,0,4,11,5,T20,Batting,Batting
HH Patel (MWI),2019-2019,7,6,1,137.0,44*,27.4,104,131.73,0,0,0,17,3,T20,Batting,Batting
R Tari (VAN),2019-2019,14,14,5,137.0,28,15.22,117,117.09,0,0,2,6,5,T20,Batting,Batting
DF Watts (SCOT),2007-2012,11,9,0,137.0,46,15.22,127,107.87,0,0,2,13,3,T20,Batting,Batting
AR White (IRE),2008-2012,18,12,6,137.0,29,22.83,128,107.03,0,0,0,12,2,T20,Batting,Batting
Yusuf Ebrahim (PNM),2019-2019,3,3,1,137.0,72,68.5,97,141.23,0,1,0,14,5,T20,Batting,Batting
MP Stoinis (AUS),2015-2019,19,14,5,136.0,33*,15.11,117,116.23,0,0,1,14,2,T20,Batting,Batting
Faisal Khan (Saudi),2019-2019,4,4,1,134.0,83*,44.66,56,239.28,0,1,1,13,10,T20,Batting,Batting
N Pathan (THAI),2019-2019,4,4,1,134.0,54*,44.66,106,126.41,0,1,0,8,7,T20,Batting,Batting
Faheem Ashraf (PAK),2017-2019,27,18,6,133.0,21,11.08,110,120.9,0,0,4,7,8,T20,Batting,Batting
CH Morris (SA),2012-2019,23,13,4,133.0,55*,14.77,102,130.39,0,1,3,12,5,T20,Batting,Batting
Awais Ahmed (ESP),2019-2019,9,4,2,131.0,102*,65.5,101,129.7,1,0,0,6,6,T20,Batting,Batting
GEF Barnett (CAN),2008-2010,5,5,1,131.0,36,32.75,136,96.32,0,0,0,16,0,T20,Batting,Batting
PBB Rajapaksa (SL),2019-2019,5,5,1,131.0,77,32.75,95,137.89,0,1,0,7,9,T20,Batting,Batting
AC Botha (IRE),2008-2010,14,11,1,130.0,38,13.0,141,92.19,0,0,2,12,1,T20,Batting,Batting
DDP D'Silva (UAE),2019-2019,10,8,4,130.0,29,32.5,146,89.04,0,0,1,9,0,T20,Batting,Batting
SS McKechnie (HKG),2019-2019,10,10,3,130.0,44,18.57,137,94.89,0,0,1,9,1,T20,Batting,Batting
Naeem Islam (BDESH),2008-2013,10,10,1,130.0,28,14.44,114,114.03,0,0,0,8,7,T20,Batting,Batting
CT Mutombodzi (ZIM),2013-2019,13,12,3,129.0,32,14.33,133,96.99,0,0,2,9,2,T20,Batting,Batting
SL Malinga (SL),2006-2019,79,30,12,128.0,27,7.11,153,83.66,0,0,6,9,4,T20,Batting,Batting
Mirwais Ashraf (AFG),2010-2016,25,19,8,128.0,28*,11.63,115,111.3,0,0,2,5,8,T20,Batting,Batting
HR Walsh (USA/WI),2019-2019,13,9,1,128.0,28,16.0,129,99.22,0,0,0,8,3,T20,Batting,Batting
CK Coventry (ZIM),2010-2015,13,12,2,127.0,30,12.7,90,141.11,0,0,2,14,6,T20,Batting,Batting
PG Fulton (NZ),2006-2012,12,12,1,127.0,25,11.54,140,90.71,0,0,2,7,6,T20,Batting,Batting
MA Ouma (KENYA),2007-2013,22,19,1,127.0,19,7.05,160,79.37,0,0,3,15,1,T20,Batting,Batting
