Player,Span,Mat,Inns,NO,Runs,HS,Ave,100,50,0,Format,Category,Type
Saeed Ajmal (PAK),2009-2014,35,53,12,451.0,50,11.0,0,1,9,TEST,Batting,Batting
MA Vermeulen (ZIM),2002-2014,9,18,0,449.0,118,24.94,1,2,3,TEST,Batting,Batting
WV Raman (INDIA),1988-1997,11,19,1,448.0,96,24.88,0,4,4,TEST,Batting,Batting
IS Sodhi (NZ),2013-2018,17,25,4,448.0,63,21.33,0,3,4,TEST,Batting,Batting
TR Ambrose (ENG),2008-2009,11,16,1,447.0,102,29.8,1,3,2,TEST,Batting,Batting
TJ Friend (ZIM),2001-2004,13,19,4,447.0,81,29.8,0,3,4,TEST,Batting,Batting
JL Hendriks (WI),1962-1969,20,32,8,447.0,64,18.62,0,2,4,TEST,Batting,Batting
CT Bancroft (AUS),2017-2019,10,18,1,446.0,82*,26.23,0,3,1,TEST,Batting,Batting
NA Foster (ENG),1983-1993,29,45,7,446.0,39,11.73,0,0,9,TEST,Batting,Batting
RJ Bright (AUS),1977-1986,25,39,8,445.0,33,14.35,0,0,6,TEST,Batting,Batting
MS Kasprowicz (AUS),1996-2006,38,54,12,445.0,25,10.59,0,0,7,TEST,Batting,Batting
CD Cumming (NZ),2005-2008,11,19,2,441.0,74,25.94,0,1,1,TEST,Batting,Batting
Mohammad Ilyas (PAK),1964-1969,10,19,0,441.0,126,23.21,1,2,1,TEST,Batting,Batting
JW Guy (NZ),1955-1961,12,23,2,440.0,102,20.95,1,3,3,TEST,Batting,Batting
RM Hogg (AUS),1978-1984,38,58,13,439.0,52,9.75,0,1,14,TEST,Batting,Batting
WM Wallace (NZ),1937-1953,13,21,0,439.0,66,20.9,0,5,0,TEST,Batting,Batting
A Chopra (INDIA),2003-2004,10,19,0,437.0,60,23.0,0,2,1,TEST,Batting,Batting
Saleem Elahi (PAK),1995-2003,13,24,1,436.0,72,18.95,0,1,6,TEST,Batting,Batting
RJ Ratnayake (SL),1983-1992,23,36,6,433.0,56,14.43,0,2,5,TEST,Batting,Batting
PL Taylor (AUS),1987-1991,13,19,3,431.0,87,26.93,0,2,1,TEST,Batting,Batting
AA Mallett (AUS),1968-1980,38,50,13,430.0,43*,11.62,0,0,10,TEST,Batting,Batting
AA Baig (INDIA),1959-1967,10,18,0,428.0,112,23.77,1,2,1,TEST,Batting,Batting
TB de Bruyn (SA),2017-2019,12,23,1,428.0,101,19.45,1,0,2,TEST,Batting,Batting
SP Jones (AUS),1882-1888,12,24,4,428.0,87,21.4,0,1,3,TEST,Batting,Batting
Imran Nazir (PAK),1999-2002,8,13,0,427.0,131,32.84,2,1,3,TEST,Batting,Batting
R Peel (ENG),1884-1896,20,33,4,427.0,83,14.72,0,3,8,TEST,Batting,Batting
PW Sherwell (SA),1906-1911,13,22,4,427.0,115,23.72,1,1,1,TEST,Batting,Batting
DR Tuffey (NZ),2000-2010,26,36,10,427.0,80*,16.42,0,1,6,TEST,Batting,Batting
NM Hauritz (AUS),2004-2010,17,24,7,426.0,75,25.05,0,2,1,TEST,Batting,Batting
DT Ring (AUS),1948-1953,13,21,2,426.0,67,22.42,0,4,2,TEST,Batting,Batting
PK Amre (INDIA),1992-1993,11,13,3,425.0,103,42.5,1,3,0,TEST,Batting,Batting
D Denton (ENG),1905-1910,11,22,1,424.0,104,20.19,1,1,4,TEST,Batting,Batting
RW Anderson (NZ),1976-1978,9,18,0,423.0,92,23.5,0,3,1,TEST,Batting,Batting
AG Kripal Singh (INDIA),1955-1964,14,20,5,422.0,100*,28.13,1,2,4,TEST,Batting,Batting
GG Arnold (ENG),1967-1975,34,46,11,421.0,59,12.02,0,1,5,TEST,Batting,Batting
RDB Croft (ENG),1996-2001,21,34,8,421.0,37*,16.19,0,0,2,TEST,Batting,Batting
HG Vivian (NZ),1931-1937,7,10,0,421.0,100,42.1,1,5,0,TEST,Batting,Batting
RB Desai (INDIA),1959-1968,28,44,13,418.0,85,13.48,0,1,8,TEST,Batting,Batting
CK Kapugedera (SL),2006-2009,8,15,3,418.0,96,34.83,0,4,1,TEST,Batting,Batting
CL King (WI),1976-1980,9,16,3,418.0,100*,32.15,1,2,3,TEST,Batting,Batting
Naeem Islam (BDESH),2008-2012,8,15,2,416.0,108,32.0,1,1,0,TEST,Batting,Batting
AE Relf (ENG),1903-1914,13,21,3,416.0,63,23.11,0,1,1,TEST,Batting,Batting
GL Weir (NZ),1930-1937,11,16,2,416.0,74*,29.71,0,3,1,TEST,Batting,Batting
JL Pattinson (AUS),2011-2019,20,24,9,415.0,47*,27.66,0,0,2,TEST,Batting,Batting
GC Grant (WI),1930-1935,12,22,6,413.0,71*,25.81,0,3,1,TEST,Batting,Batting
AG Fairfax (AUS),1929-1931,10,12,4,410.0,65,51.25,0,4,0,TEST,Batting,Batting
WJ O'Reilly (AUS),1932-1946,27,39,7,410.0,56*,12.81,0,1,6,TEST,Batting,Batting
AH Bakewell (ENG),1931-1935,6,9,0,409.0,107,45.44,1,3,0,TEST,Batting,Batting
DJ Insole (ENG),1950-1957,9,17,2,408.0,110*,27.2,1,1,2,TEST,Batting,Batting
DBL Powell (WI),2002-2009,37,57,5,407.0,36*,7.82,0,0,15,TEST,Batting,Batting
DS de Silva (SL),1982-1984,12,22,3,406.0,61,21.36,0,2,3,TEST,Batting,Batting
JH Hampshire (ENG),1969-1975,8,16,1,403.0,107,26.86,1,2,2,TEST,Batting,Batting
LR Johnson (WI),2014-2016,9,16,0,403.0,66,25.18,0,2,2,TEST,Batting,Batting
AJ Richardson (AUS),1924-1926,9,13,0,403.0,100,31.0,1,2,1,TEST,Batting,Batting
NS Yadav (INDIA),1979-1987,35,40,12,403.0,43,14.39,0,0,4,TEST,Batting,Batting
JR Hazlewood (AUS),2014-2019,51,62,29,402.0,39,12.18,0,0,10,TEST,Batting,Batting
TL Best (WI),2003-2013,25,38,6,401.0,95,12.53,0,1,9,TEST,Batting,Batting
KE Rigg (AUS),1931-1937,8,12,0,401.0,127,33.41,1,1,0,TEST,Batting,Batting
BN Jarman (AUS),1959-1969,19,30,3,400.0,78,14.81,0,2,5,TEST,Batting,Batting
NBF Mann (SA),1947-1951,19,31,1,400.0,52,13.33,0,1,4,TEST,Batting,Batting
M van Jaarsveld (SA),2002-2004,9,15,2,397.0,73,30.53,0,3,0,TEST,Batting,Batting
C Sharma (INDIA),1984-1989,23,27,9,396.0,54,22.0,0,1,2,TEST,Batting,Batting
Abdur Rehman (PAK),2007-2014,22,31,3,395.0,60,14.1,0,2,4,TEST,Batting,Batting
JW Gleeson (AUS),1967-1972,29,46,8,395.0,45,10.39,0,0,11,TEST,Batting,Batting
Shujauddin (PAK),1954-1962,19,32,6,395.0,47,15.19,0,0,3,TEST,Batting,Batting
S van Zyl (SA),2014-2016,12,17,2,395.0,101*,26.33,1,0,2,TEST,Batting,Batting
JEF Beck (NZ),1953-1956,8,15,0,394.0,99,26.26,0,3,1,TEST,Batting,Batting
FH Edwards (WI),2003-2012,55,88,28,394.0,30,6.56,0,0,19,TEST,Batting,Batting
SJ Rixon (AUS),1977-1985,13,24,3,394.0,54,18.76,0,2,4,TEST,Batting,Batting
D Tallon (AUS),1946-1953,21,26,3,394.0,92,17.13,0,2,3,TEST,Batting,Batting
W Gunn (ENG),1887-1899,11,20,2,392.0,102*,21.77,1,1,1,TEST,Batting,Batting
CL Smith (ENG),1983-1986,8,14,1,392.0,91,30.15,0,2,1,TEST,Batting,Batting
KMDN Kulasekara (SL),2005-2014,21,28,1,391.0,64,14.48,0,1,4,TEST,Batting,Batting
RB Minnett (AUS),1911-1912,9,15,0,391.0,90,26.06,0,3,3,TEST,Batting,Batting
ARC Fraser (ENG),1989-1998,46,67,15,388.0,32,7.46,0,0,9,TEST,Batting,Batting
CO Browne (WI),1995-2005,20,30,6,387.0,68,16.12,0,1,7,TEST,Batting,Batting
VC Drakes (WI),2002-2004,12,20,2,386.0,67,21.44,0,1,2,TEST,Batting,Batting
MS Harris (AUS),2018-2019,9,17,1,385.0,79,24.06,0,2,0,TEST,Batting,Batting
J Mubarak (SL),2002-2015,13,23,1,385.0,49,17.5,0,0,5,TEST,Batting,Batting
MJ Stewart (ENG),1962-1964,8,12,1,385.0,87,35.0,0,2,1,TEST,Batting,Batting
Tapash Baisya (BDESH),2002-2005,21,40,6,384.0,66,11.29,0,2,9,TEST,Batting,Batting
EE Hemmings (ENG),1982-1991,16,21,4,383.0,95,22.52,0,2,5,TEST,Batting,Batting
J Moroney (AUS),1949-1952,7,12,1,383.0,118,34.81,2,1,3,TEST,Batting,Batting
LK Germon (NZ),1995-1997,12,21,3,382.0,55,21.22,0,1,3,TEST,Batting,Batting
DR Parry (WI),1978-1980,12,20,3,381.0,65,22.41,0,3,3,TEST,Batting,Batting
JS Patel (NZ),2006-2017,24,38,8,381.0,47,12.7,0,0,7,TEST,Batting,Batting
PGH Fender (ENG),1921-1929,13,21,1,380.0,60,19.0,0,2,3,TEST,Batting,Batting
RIC Holder (WI),1997-1999,11,17,2,380.0,91,25.33,0,2,1,TEST,Batting,Batting
DK Morrison (NZ),1987-1997,48,71,26,379.0,42,8.42,0,0,24,TEST,Batting,Batting
S Shivnarine (WI),1978-1979,8,14,1,379.0,63,29.15,0,4,2,TEST,Batting,Batting
PGZ Harris (NZ),1955-1965,9,18,1,378.0,101,22.23,1,1,3,TEST,Batting,Batting
GN Edwards (NZ),1977-1981,8,15,0,377.0,55,25.13,0,3,2,TEST,Batting,Batting
FG Mann (ENG),1948-1949,7,12,2,376.0,136*,37.6,1,0,0,TEST,Batting,Batting
DJ Capel (ENG),1987-1990,15,25,1,374.0,98,15.58,0,2,4,TEST,Batting,Batting
GRA Langley (AUS),1951-1956,26,37,12,374.0,53,14.96,0,1,3,TEST,Batting,Batting
KK Nair (INDIA),2016-2017,6,7,1,374.0,303*,62.33,1,0,1,TEST,Batting,Batting
RO Schwarz (SA),1906-1912,20,35,8,374.0,61,13.85,0,1,6,TEST,Batting,Batting
Taijul Islam (BDESH),2014-2019,27,45,6,374.0,39*,9.58,0,0,5,TEST,Batting,Batting
WGA Parkhouse (ENG),1950-1959,7,13,0,373.0,78,28.69,0,2,1,TEST,Batting,Batting
RG Samuels (WI),1996-1997,6,12,2,372.0,125,37.2,1,1,0,TEST,Batting,Batting
AE Dick (NZ),1961-1965,17,30,4,370.0,50*,14.23,0,1,4,TEST,Batting,Batting
Talat Ali (PAK),1972-1979,10,18,2,370.0,61,23.12,0,2,2,TEST,Batting,Batting
KDK Vithanage (SL),2013-2015,10,16,2,370.0,103*,26.42,1,1,1,TEST,Batting,Batting
NAM McLean (WI),1998-2001,19,32,2,368.0,46,12.26,0,0,6,TEST,Batting,Batting
IDK Salisbury (ENG),1992-2000,15,25,3,368.0,50,16.72,0,1,4,TEST,Batting,Batting
PJ Wiseman (NZ),1998-2005,25,34,8,366.0,36,14.07,0,0,5,TEST,Batting,Batting
NJN Hawke (AUS),1963-1968,27,37,15,365.0,45*,16.59,0,0,6,TEST,Batting,Batting
WE Russell (ENG),1961-1967,10,18,1,362.0,70,21.29,0,2,2,TEST,Batting,Batting
S Ramadhin (WI),1950-1961,43,58,14,361.0,44,8.2,0,0,14,TEST,Batting,Batting
PR Adams (SA),1995-2004,45,55,15,360.0,35,9.0,0,0,8,TEST,Batting,Batting
Danish Kaneria (PAK),2000-2010,61,84,33,360.0,29,7.05,0,0,25,TEST,Batting,Batting
CMW Read (ENG),1999-2007,15,23,4,360.0,55,18.94,0,1,5,TEST,Batting,Batting
PS de Villiers (SA),1993-1998,18,26,7,359.0,67*,18.89,0,2,3,TEST,Batting,Batting
HJH Scott (AUS),1884-1886,8,14,1,359.0,102,27.61,1,1,0,TEST,Batting,Batting
ID Craig (AUS),1953-1958,11,18,0,358.0,53,19.88,0,2,3,TEST,Batting,Batting
BC Rose (ENG),1977-1981,9,16,2,358.0,70,25.57,0,2,0,TEST,Batting,Batting
P Holmes (ENG),1921-1932,7,14,1,357.0,88,27.46,0,4,3,TEST,Batting,Batting
SJ Pegler (SA),1910-1924,16,28,5,356.0,35*,15.47,0,0,6,TEST,Batting,Batting
AJ Bichel (AUS),1997-2003,19,22,1,355.0,71,16.9,0,1,3,TEST,Batting,Batting
JMM Commaille (SA),1910-1928,12,22,1,355.0,47,16.9,0,0,1,TEST,Batting,Batting
BW Hilfenhaus (AUS),2009-2012,27,38,12,355.0,56*,13.65,0,1,8,TEST,Batting,Batting
PNF Mansell (SA),1951-1955,13,22,2,355.0,90,17.75,0,2,3,TEST,Batting,Batting
MS Nichols (ENG),1930-1939,14,19,7,355.0,78*,29.58,0,2,0,TEST,Batting,Batting
MB Poore (NZ),1953-1956,14,24,1,355.0,45,15.43,0,0,6,TEST,Batting,Batting
WA Shalders (SA),1899-1907,12,23,1,355.0,42,16.13,0,0,4,TEST,Batting,Batting
RT Spooner (ENG),1951-1955,7,14,1,354.0,92,27.23,0,3,3,TEST,Batting,Batting
MN Hart (NZ),1994-1995,14,24,4,353.0,45,17.65,0,0,3,TEST,Batting,Batting
BL Irvine (SA),1970-1970,4,7,0,353.0,102,50.42,1,2,0,TEST,Batting,Batting
SAR Silva (SL),1983-1988,9,16,2,353.0,111,25.21,2,0,1,TEST,Batting,Batting
HB Taber (AUS),1966-1970,16,27,5,353.0,48,16.04,0,0,3,TEST,Batting,Batting
SB Joshi (INDIA),1996-2000,15,19,2,352.0,92,20.7,0,1,2,TEST,Batting,Batting
JG Leggat (NZ),1952-1956,9,18,2,351.0,61,21.93,0,2,1,TEST,Batting,Batting
S Matsikenyeri (ZIM),2003-2005,8,16,1,351.0,57,23.4,0,2,0,TEST,Batting,Batting
DK Gaekwad (INDIA),1952-1961,11,20,1,350.0,52,18.42,0,1,3,TEST,Batting,Batting
P Lever (ENG),1970-1975,17,18,2,350.0,88*,21.87,0,2,1,TEST,Batting,Batting
CK Nayudu (INDIA),1932-1936,7,14,0,350.0,81,25.0,0,2,0,TEST,Batting,Batting
SCG MacGill (AUS),1998-2008,44,47,11,349.0,43,9.69,0,0,12,TEST,Batting,Batting
CR Matthews (SA),1992-1995,18,25,6,348.0,62*,18.31,0,1,4,TEST,Batting,Batting
EP Nupen (SA),1921-1936,17,31,7,348.0,69,14.5,0,2,5,TEST,Batting,Batting
Jahurul Islam (BDESH),2010-2013,7,14,1,347.0,48,26.69,0,0,2,TEST,Batting,Batting
LSM Miller (NZ),1953-1958,13,25,0,346.0,47,13.84,0,0,5,TEST,Batting,Batting
MA Carberry (ENG),2010-2014,6,12,0,345.0,60,28.75,0,1,2,TEST,Batting,Batting
EW Freeman (AUS),1968-1970,11,18,0,345.0,76,19.16,0,2,0,TEST,Batting,Batting
Rizwan-uz-Zaman (PAK),1981-1989,11,19,1,345.0,60,19.16,0,3,2,TEST,Batting,Batting
Sanwar Hossain (BDESH),2001-2003,9,18,0,345.0,49,19.16,0,0,1,TEST,Batting,Batting
Lord Tennyson (ENG),1913-1921,9,12,1,345.0,74*,31.36,0,4,1,TEST,Batting,Batting
D Dasgupta (INDIA),2001-2002,8,13,1,344.0,100,28.66,1,2,2,TEST,Batting,Batting
FA Rose (WI),1997-2000,19,28,2,344.0,69,13.23,0,1,2,TEST,Batting,Batting
LA Stricker (SA),1910-1912,13,24,0,344.0,48,14.33,0,0,5,TEST,Batting,Batting
TM Dowlin (WI),2009-2010,6,11,0,343.0,95,31.18,0,3,0,TEST,Batting,Batting
FLH Mooney (NZ),1949-1954,14,22,2,343.0,46,17.15,0,0,1,TEST,Batting,Batting
CA Best (WI),1986-1990,8,13,1,342.0,164,28.5,1,1,1,TEST,Batting,Batting
DJ Brown (ENG),1965-1969,26,34,5,342.0,44*,11.79,0,0,6,TEST,Batting,Batting
KL Hutchings (ENG),1907-1909,7,12,0,341.0,126,28.41,1,1,1,TEST,Batting,Batting
CFK van Wyk (NZ),2012-2012,9,17,1,341.0,71,21.31,0,1,3,TEST,Batting,Batting
AEE Vogler (SA),1906-1911,15,26,6,340.0,65,17.0,0,2,4,TEST,Batting,Batting
TW Garrett (AUS),1877-1888,19,33,6,339.0,51*,12.55,0,1,5,TEST,Batting,Batting
GJ Maxwell (AUS),2013-2017,7,14,1,339.0,104,26.07,1,0,0,TEST,Batting,Batting
UT Yadav (INDIA),2011-2019,45,50,22,339.0,31,12.1,0,0,5,TEST,Batting,Batting
A Nel (SA),2001-2008,36,42,8,337.0,34,9.91,0,0,11,TEST,Batting,Batting
Mahmood Hussain (PAK),1952-1962,27,39,6,336.0,35,10.18,0,0,8,TEST,Batting,Batting
Raqibul Hasan (BDESH),2008-2011,9,18,1,336.0,65,19.76,0,1,2,TEST,Batting,Batting
SD Robson (ENG),2014-2014,7,11,0,336.0,127,30.54,1,1,0,TEST,Batting,Batting
HSTL Hendry (AUS),1921-1929,11,18,2,335.0,112,20.93,1,0,1,TEST,Batting,Batting
R Rampaul (WI),2009-2012,18,31,8,335.0,40*,14.56,0,0,6,TEST,Batting,Batting
MH Dekker (ZIM),1993-1996,14,22,1,333.0,68*,15.85,0,2,4,TEST,Batting,Batting
BT Foakes (ENG),2018-2019,5,10,2,332.0,107,41.5,1,1,0,TEST,Batting,Batting
RC Blunt (NZ),1930-1932,9,13,1,330.0,96,27.5,0,1,1,TEST,Batting,Batting
FR Foster (ENG),1911-1912,11,15,1,330.0,71,23.57,0,3,1,TEST,Batting,Batting
VL Mehra (INDIA),1955-1964,8,14,1,329.0,62,25.3,0,2,1,TEST,Batting,Batting
Wajahatullah Wasti (PAK),1999-2000,6,10,1,329.0,133,36.55,2,0,0,TEST,Batting,Batting
AM Moir (NZ),1951-1959,17,30,8,327.0,41*,14.86,0,0,5,TEST,Batting,Batting
MC Snedden (NZ),1981-1990,25,30,8,327.0,33*,14.86,0,0,6,TEST,Batting,Batting
HF Wade (SA),1935-1936,10,18,2,327.0,40*,20.43,0,0,4,TEST,Batting,Batting
ALF de Mel (SL),1982-1986,17,28,5,326.0,34,14.17,0,0,5,TEST,Batting,Batting
GM Fullerton (SA),1947-1951,7,13,0,325.0,88,25.0,0,3,1,TEST,Batting,Batting
CMH Hathorn (SA),1902-1911,12,20,1,325.0,102,17.1,1,0,1,TEST,Batting,Batting
AJ Redmond (NZ),2008-2013,8,16,1,325.0,83,21.66,0,2,1,TEST,Batting,Batting
Sohag Gazi (BDESH),2012-2014,10,16,1,325.0,101*,21.66,1,0,3,TEST,Batting,Batting
G Thomas (AUS),1965-1966,8,12,1,325.0,61,29.54,0,3,0,TEST,Batting,Batting
CTB Turner (AUS),1887-1895,17,32,4,323.0,29,11.53,0,0,6,TEST,Batting,Batting
Abid Ali (PAK),2019-2019,2,3,1,321.0,174,160.5,2,0,0,TEST,Batting,Batting
TS Worthington (ENG),1930-1937,9,11,0,321.0,128,29.18,1,1,4,TEST,Batting,Batting
DSBP Kuruppu (SL),1987-1991,4,7,1,320.0,201*,53.33,1,0,0,TEST,Batting,Batting
A Mukund (INDIA),2011-2017,7,14,0,320.0,81,22.85,0,2,3,TEST,Batting,Batting
DR Smith (WI),2004-2006,10,14,1,320.0,105*,24.61,1,0,4,TEST,Batting,Batting
JF Crapp (ENG),1948-1949,7,13,2,319.0,56,29.0,0,3,1,TEST,Batting,Batting
L Ronchi (NZ),2015-2016,4,8,0,319.0,88,39.87,0,2,1,TEST,Batting,Batting
OAC Banks (WI),2003-2005,10,16,4,318.0,50*,26.5,0,1,1,TEST,Batting,Batting
HJ Keith (SA),1953-1957,8,16,1,318.0,73,21.2,0,2,3,TEST,Batting,Batting
Tauseef Ahmed (PAK),1980-1993,34,38,20,318.0,35*,17.66,0,0,6,TEST,Batting,Batting
RJ Sidebottom (ENG),2001-2010,22,31,11,313.0,31,15.65,0,0,3,TEST,Batting,Batting
JWA Taylor (ENG),2012-2016,7,13,1,312.0,76,26.0,0,2,1,TEST,Batting,Batting
J Hardstaff snr (ENG),1907-1908,5,10,0,311.0,72,31.1,0,3,0,TEST,Batting,Batting
BN French (ENG),1986-1988,16,21,4,308.0,59,18.11,0,1,2,TEST,Batting,Batting
W Voce (ENG),1930-1947,27,38,15,308.0,66,13.39,0,1,6,TEST,Batting,Batting
JK Lever (ENG),1976-1986,21,31,5,306.0,53,11.76,0,1,2,TEST,Batting,Batting
Q McMillan (SA),1929-1932,13,21,4,306.0,50*,18.0,0,1,4,TEST,Batting,Batting
Wahab Riaz (PAK),2010-2018,27,41,5,306.0,39,8.5,0,0,9,TEST,Batting,Batting
DW Fleming (AUS),1994-2001,20,19,3,305.0,71*,19.06,0,2,7,TEST,Batting,Batting
Shamsur Rahman (BDESH),2014-2014,6,12,0,305.0,106,25.41,1,0,1,TEST,Batting,Batting
BR Hartland (NZ),1992-1994,9,18,0,303.0,52,16.83,0,1,3,TEST,Batting,Batting
AH Jarvis (AUS),1885-1895,11,21,3,303.0,82,16.83,0,1,1,TEST,Batting,Batting
DJ Murray (NZ),1994-1995,8,16,1,303.0,52,20.2,0,1,3,TEST,Batting,Batting
KJ Arnott (ZIM),1992-1993,4,8,1,302.0,101*,43.14,1,1,1,TEST,Batting,Batting
H Graham (AUS),1893-1896,6,10,0,301.0,107,30.1,2,0,2,TEST,Batting,Batting
PAM Hands (SA),1913-1924,7,12,0,300.0,83,25.0,0,2,2,TEST,Batting,Batting
Tahir Naqqash (PAK),1982-1985,15,19,5,300.0,57,21.42,0,1,1,TEST,Batting,Batting
G Brown (ENG),1921-1923,7,12,2,299.0,84,29.9,0,2,2,TEST,Batting,Batting
MD Gunathilaka (SL),2017-2018,8,16,0,299.0,61,18.68,0,2,0,TEST,Batting,Batting
GB Legge (ENG),1927-1930,5,7,1,299.0,196,49.83,1,0,2,TEST,Batting,Batting
JD Campbell (WI),2019-2019,6,12,2,298.0,55,29.8,0,1,1,TEST,Batting,Batting
ACB Langton (SA),1935-1939,15,23,4,298.0,73*,15.68,0,2,5,TEST,Batting,Batting
A Mitchell (ENG),1933-1936,6,10,0,298.0,72,29.8,0,2,1,TEST,Batting,Batting
Rahmat Shah (AFG),2018-2019,4,8,0,298.0,102,37.25,1,2,2,TEST,Batting,Batting
TAM Siriwardana (SL),2015-2016,5,9,0,298.0,68,33.11,0,2,1,TEST,Batting,Batting
S O'Linn (SA),1960-1961,7,12,1,297.0,98,27.0,0,2,0,TEST,Batting,Batting
N Phillip (WI),1978-1979,9,15,5,297.0,47,29.7,0,0,1,TEST,Batting,Batting
MA Wood (ENG),2015-2019,13,23,5,297.0,52,16.5,0,1,2,TEST,Batting,Batting
GE Palmer (AUS),1880-1886,17,25,4,296.0,48,14.09,0,0,3,TEST,Batting,Batting
RS Cunis (NZ),1964-1972,20,31,8,295.0,51,12.82,0,1,6,TEST,Batting,Batting
RS Kalpage (SL),1993-1999,11,18,2,294.0,63,18.37,0,2,0,TEST,Batting,Batting
SJ Rhodes (ENG),1994-1995,11,17,5,294.0,65*,24.5,0,1,1,TEST,Batting,Batting
OC Dawson (SA),1947-1949,9,15,1,293.0,55,20.92,0,1,1,TEST,Batting,Batting
DF Whatmore (AUS),1979-1979,7,13,0,293.0,77,22.53,0,2,1,TEST,Batting,Batting
L Amar Singh (INDIA),1932-1936,7,14,1,292.0,51,22.46,0,1,1,TEST,Batting,Batting
HJ Howarth (NZ),1969-1977,30,42,18,291.0,61,12.12,0,1,7,TEST,Batting,Batting
AO Jones (ENG),1899-1909,12,21,0,291.0,34,13.85,0,0,2,TEST,Batting,Batting
AMB Rowan (SA),1947-1951,15,23,6,290.0,41,17.05,0,0,3,TEST,Batting,Batting
KD Mills (NZ),2004-2009,19,30,5,289.0,57,11.56,0,1,5,TEST,Batting,Batting
ARA Murray (SA),1952-1954,10,14,1,289.0,109,22.23,1,1,1,TEST,Batting,Batting
DVP Wright (ENG),1938-1951,34,39,13,289.0,45,11.11,0,0,7,TEST,Batting,Batting
Zahid Fazal (PAK),1990-1995,9,16,0,288.0,78,18.0,0,1,0,TEST,Batting,Batting
DNT Zoysa (SL),1997-2004,30,40,6,288.0,28*,8.47,0,0,9,TEST,Batting,Batting
PT Barton (NZ),1961-1963,7,14,0,285.0,109,20.35,1,1,1,TEST,Batting,Batting
CJ Richards (ENG),1986-1988,8,13,0,285.0,133,21.92,1,0,2,TEST,Batting,Batting
CB Lambert (WI),1991-1998,5,9,0,284.0,104,31.55,1,1,1,TEST,Batting,Batting
FT Mann (ENG),1922-1923,5,9,1,281.0,84,35.12,0,2,0,TEST,Batting,Batting
S Sreesanth (INDIA),2006-2011,27,40,13,281.0,35,10.4,0,0,10,TEST,Batting,Batting
JM Wiener (AUS),1979-1980,6,11,0,281.0,93,25.54,0,2,0,TEST,Batting,Batting
MC Bird (ENG),1910-1914,10,16,1,280.0,61,18.66,0,2,2,TEST,Batting,Batting
ST Finn (ENG),2010-2016,36,47,22,279.0,56,11.16,0,1,9,TEST,Batting,Batting
Ijaz Butt (PAK),1959-1962,8,16,2,279.0,58,19.92,0,1,1,TEST,Batting,Batting
JWH Makepeace (ENG),1920-1921,4,8,0,279.0,117,34.87,1,2,0,TEST,Batting,Batting
PA Wallace (WI),1997-1999,7,13,0,279.0,92,21.46,0,2,1,TEST,Batting,Batting
AJ Finch (AUS),2018-2018,5,10,0,278.0,62,27.8,0,2,1,TEST,Batting,Batting
LMP Simmons (WI),2009-2011,8,16,0,278.0,49,17.37,0,0,1,TEST,Batting,Batting
GR Stead (NZ),1999-1999,5,8,0,278.0,78,34.75,0,2,0,TEST,Batting,Batting
BOP Fernando (SL),2019-2019,4,7,1,277.0,102,46.16,1,1,1,TEST,Batting,Batting
Nazar Mohammad (PAK),1952-1952,5,8,1,277.0,124*,39.57,1,1,1,TEST,Batting,Batting
IM Barrow (WI),1930-1939,11,19,2,276.0,105,16.23,1,0,3,TEST,Batting,Batting
Saleem Altaf (PAK),1967-1978,21,31,12,276.0,53*,14.52,0,1,4,TEST,Batting,Batting
SL Malinga (SL),2004-2010,30,37,13,275.0,64,11.45,0,1,9,TEST,Batting,Batting
Shadman Islam (BDESH),2018-2019,6,11,0,275.0,76,25.0,0,1,2,TEST,Batting,Batting
WA Johnston (AUS),1947-1955,40,49,25,273.0,29,11.37,0,0,7,TEST,Batting,Batting
GJ Thompson (ENG),1909-1910,6,10,1,273.0,63,30.33,0,2,0,TEST,Batting,Batting
Abdul Kadir (PAK),1964-1965,4,8,0,272.0,95,34.0,0,2,2,TEST,Batting,Batting
JC Alabaster (NZ),1955-1972,21,34,6,272.0,34,9.71,0,0,2,TEST,Batting,Batting
TA Blundell (NZ),2017-2019,3,5,1,272.0,121,68.0,2,0,0,TEST,Batting,Batting
WE Midwinter (AUS/ENG),1877-1887,12,21,1,269.0,37,13.45,0,0,1,TEST,Batting,Batting
OA Shah (ENG),2006-2009,6,10,0,269.0,88,26.9,0,2,0,TEST,Batting,Batting
MJ Susskind (SA),1924-1924,5,8,0,268.0,65,33.5,0,4,0,TEST,Batting,Batting
Khaled Mahmud (BDESH),2001-2003,12,23,1,266.0,45,12.09,0,0,4,TEST,Batting,Batting
S Shillingford (WI),2010-2014,16,26,6,266.0,53*,13.3,0,1,7,TEST,Batting,Batting
A Lyth (ENG),2015-2015,7,13,0,265.0,107,20.38,1,0,1,TEST,Batting,Batting
MJF Shrimpton (NZ),1963-1974,10,19,0,265.0,46,13.94,0,0,6,TEST,Batting,Batting
GA Bartlett (NZ),1961-1968,10,18,1,263.0,40,15.47,0,0,4,TEST,Batting,Batting
GC Small (ENG),1986-1991,17,24,7,263.0,59,15.47,0,1,4,TEST,Batting,Batting
GTS Stevens (ENG),1922-1930,10,17,0,263.0,69,15.47,0,1,2,TEST,Batting,Batting
V Subramanya (INDIA),1965-1968,9,15,1,263.0,75,18.78,0,2,1,TEST,Batting,Batting
